date,spot,fwd_W2,fwd_M1,fwd_W6,fwd_M2,fwd_M3,fwd_M4,fwd_M5,fwd_M6,level_W2,level_M1,level_W6,level_M2,level_M3,level_M4,level_M5,level_M6,skew_W2,skew_M1,skew_W6,skew_M2,skew_M3,skew_M4,skew_M5,skew_M6,conv_W2,conv_M1,conv_W6,conv_M2,conv_M3,conv_M4,conv_M5,conv_M6
20080116,137.24044079444548,137.41109173672427,137.6390719966499,137.5833390136746,137.4941662409141,137.6311296501437,137.80922995584277,137.98733026154184,138.1182702598284,0.24699333324583408,0.23980492316441587,0.2374674187767587,0.23558071658304414,0.2346359350772248,0.234214725185306,0.233961635256867,0.2329531380884329,-0.010232091694534378,-0.032940406590511846,-0.03690299802470244,-0.040779266449605334,-0.045841537436936704,-0.04870274724318765,-0.04972148317415817,-0.05086886964308843,0.04926073826772253,-0.0024251263882609678,-0.0027696074388924674,-0.0026410101614055036,-0.003214749813184342,-0.003790180041399964,-0.004117533748192673,-0.004209652841025532
20080117,133.3429903163043,133.52062486940537,133.71831293015128,133.65950512759207,133.56541264349733,133.6907684601808,133.84441353537795,133.9980586105751,134.10809447230287,0.2842840255897794,0.2758329969019599,0.2697791228707334,0.26483640516834317,0.2588170708611909,0.25557978346554344,0.25361757716012207,0.25128957050716455,-0.025321390556078273,-0.04111367977041137,-0.044994654512907954,-0.04757015845705842,-0.0521266101898476,-0.05390692449683725,-0.05324438324636822,-0.05434949144508315,0.1323468514281905,-0.0026312593962544237,-0.003360601441865632,-0.00420089534699233,-0.005090087604158956,-0.005223447078924755,-0.004575138357046957,-0.0045268947298298815
20080118,132.54380737196368,132.54380737196368,132.53421728687852,132.48467780455204,132.4054146328297,132.56383291580232,132.74196441839248,132.92009592098265,133.02035027934267,0.26534114066375736,0.2644241726715624,0.26123313393692243,0.2586519592140734,0.2537770168040742,0.25115127076422583,0.24956256276852004,0.24763422824669,-0.03878847625873091,-0.03975889536666835,-0.043382780069350764,-0.04559888245990089,-0.05059495071037913,-0.05297289860711015,-0.053133201749541066,-0.054256650440338054,5.643765447946432E-4,5.142530457110273E-4,2.8800288379525387E-5,-0.0015374486632499578,-0.0024696313900786243,-0.003173519634102137,-0.0038177467684576373,-0.0039460683601962926
20080122,130.8504951444306,130.8504951444306,130.81283016729742,130.74065592448082,130.65350964979336,130.89228181539949,130.93085198766104,130.97101715835345,131.03850011011775,0.30444267591456897,0.29461921942530184,0.28335650992323963,0.27397328428689677,0.26580700689356196,0.2590177075746307,0.25486045019609466,0.25209591006781973,-0.054466068801153456,-0.05760273797742026,-0.06029624531472744,-0.058835107355882224,-0.0592843088101713,-0.06018784295402966,-0.05832634496666984,-0.05928673018455252,-5.050815541148082E-4,-9.095392733653451E-4,-0.0019959542728227764,-0.004328625189754791,-0.0045700549690756214,-0.0047304753380927045,-0.004265006864118696,-0.004282550263442567
20080123,133.99564728219678,133.99564728219678,133.94759751837296,133.86921928332575,133.78679790319492,133.98298156262567,133.96554699034468,133.95590347147714,134.02480764981672,0.28073955813528834,0.2710189118800111,0.261959007217022,0.254981771856125,0.25171485987297676,0.24680636049753538,0.24384700619535277,0.2421348097153341,-0.055654467309307246,-0.05935281576827381,-0.0615655173929389,-0.059313517888526554,-0.05815094429278262,-0.059799428631617337,-0.058971690169912515,-0.05959106846129741,-0.0013918220667562347,-0.0018338472899911092,-0.002567620041462879,-0.0036186758224757546,-0.0034671815196590725,-0.0039195708624402,-0.004043849002259686,-0.004110885757417898
20080124,135.14823534815557,135.14823534815557,135.07457858962707,134.96998785720595,134.89433266778244,135.23855025702355,135.27572033089302,135.32194072249956,135.43133391505674,0.267618616204057,0.2606931582823686,0.2553918941896168,0.2511031722295346,0.2470949095570627,0.24242715607935406,0.23961246041842899,0.2378909826880198,-0.049111797989963214,-0.05356645644504545,-0.05643405534187098,-0.056634993723085926,-0.05883722655720026,-0.05971075581512294,-0.05818013731306544,-0.059087027732608474,0.001115254946234406,7.566316860440725E-4,-4.7200529938518386E-4,-0.003333120726044125,-0.003821091927049357,-0.0036746405364262856,-0.0030045182888886936,-0.0032602378736977314
20080125,133.31908186805418,133.31908186805418,133.2518487650615,133.1653406470955,133.0924628770902,133.25301478250802,133.3346805013889,133.41095511584723,133.45746949831693,0.2853830059013056,0.2766860681091971,0.2708698514723156,0.265944230919895,0.26038152552970567,0.2543700120370398,0.2506248062886379,0.24777516529658794,-0.05003185988722496,-0.05525652212047451,-0.05821174652376038,-0.058500348962408466,-0.05958751492213186,-0.06080839828133778,-0.05969936152145574,-0.060279635706426006,0.0023267998373716716,0.0020169207526125063,4.7314131520982363E-4,-0.0032227759942794884,-0.004160905429160699,-0.004093614924144011,-0.0035097869147698575,-0.0036780901324932258
20080128,135.62555818079886,135.62555818079886,135.5459277258003,135.4688049172864,135.4891249294003,135.73133710383252,135.74113990374715,135.76307506600205,135.82110427050253,0.2697642869884873,0.25961433572011094,0.2552131144852426,0.2512702873934604,0.24650979567196019,0.2422096108864991,0.23954476773070318,0.2376324489236796,-0.046144208796115284,-0.053457214234087606,-0.05609665356451692,-0.05712493651128738,-0.05881616225754849,-0.058980645822404136,-0.057403173164169805,-0.05825259759139528,0.0020580066357338647,0.0015037424586335675,-4.790807978820348E-4,-0.0038244113690817844,-0.0041576586219501275,-0.0038966594162790228,-0.003271137481917519,-0.0036440971491075893
20080129,136.21299919818682,136.21299919818682,136.13217814522855,136.06025429252117,136.06332471003822,136.2189131818313,136.26927662609316,136.32377143726256,136.38854780212012,0.2728349937543116,0.26112531301216624,0.25671900888817945,0.2513477260013071,0.24443303627699736,0.24005813365665793,0.23733628291868214,0.2353825282026844,-0.04800046464139823,-0.0561586177828403,-0.05818373890422629,-0.05841014629282412,-0.059215615994098116,-0.05940365932112861,-0.057971753689211244,-0.05858505569763357,0.0017774517890017738,5.891519601812627E-4,-0.002315529794017061,-0.005774209846702835,-0.0039010080322719317,-0.003927054845791947,-0.003635106491546725,-0.0037867773314438488
20080130,135.42086782591858,135.42086782591858,135.31410857865885,135.22623301132882,135.25669535316243,135.43926552310194,135.45611670172033,135.4803828007639,135.52028203773773,0.27873762853925965,0.26326299633590244,0.2581689068226458,0.2520035608118869,0.24458494593552987,0.23994022307153895,0.23701407583352113,0.2348735265923141,-0.04997447658581716,-0.05858608607149653,-0.059366004952937,-0.05770515781495724,-0.05646516495254276,-0.05695278066884803,-0.05605226030373281,-0.05674283807724986,5.387043981751106E-5,-0.001329601966335419,-0.0034715866004505895,-0.005339818154213612,-0.0037341802876063807,-0.003830151819207533,-0.0036467763737369667,-0.003753463753365183
20080131,137.33789344970967,137.33789344970967,137.21770986566767,137.12569126252367,137.07426998633463,137.08186478413958,137.06770801594394,137.08443241476851,137.15682892362364,0.26652217810356893,0.2518847525244305,0.2477049312300479,0.24463360617184754,0.24024424669119904,0.2357124801255296,0.23288508234156569,0.23088087936596785,-0.048451303762399665,-0.0583910850074689,-0.05943778456705994,-0.05836852905513132,-0.05717626616971493,-0.057262359587899936,-0.056167373852870316,-0.05675418060224893,3.714312223162107E-5,-0.0012720334482734918,-0.0031889226701252824,-0.004846256939773774,-0.004076372977170902,-0.0035934732667643604,-0.002921275539013883,-0.0032034386181474333
20080201,139.6520116793603,139.6520116793603,139.5158824996823,139.41716875689758,139.50396082127355,139.69131781486777,139.66743450404516,139.68200170419587,139.7580298597072,0.2279206458019766,0.22819686112730778,0.22826474228869784,0.22886317393454716,0.22729079345091055,0.2244084629066209,0.2227758213968032,0.2218341144501374,-0.0436097622666263,-0.05295940581161236,-0.053205181244270254,-0.053580610407749724,-0.05552307600455455,-0.05567935686460221,-0.05486254885303502,-0.0555763524398901,6.006240024579966E-4,-3.48220652374746E-4,-0.0021159644433007305,-0.0038244947621823445,-0.003824313172022098,-0.003175043157569931,-0.0024031045276262097,-0.0026148737094935544
20080204,137.96976783365236,137.8928955457447,137.43367506023426,137.1056604277268,137.50955800130993,137.97107651302878,137.97460565465107,138.0228496940243,138.11894699335633,0.2556015118292782,0.2521371217304016,0.2513052277865373,0.2456594120969048,0.2388128203116918,0.2346520211672042,0.23221342150898944,0.23065746553916372,-0.04280843177832643,-0.05081306764623235,-0.04953814308730632,-0.05293551148019652,-0.05772920326996121,-0.057867609804981957,-0.05767301938450262,-0.058770806315738194,0.004005602467941554,0.002633728467953954,-0.002331946507368673,-0.004801952986761588,-0.004429497293663628,-0.00374459101192965,-0.0031687716715822194,-0.003516121017857861
20080205,134.1675972538266,134.11797133424906,133.90455559840635,133.75211578709013,133.95202099520162,134.1317497047486,134.12772173579825,134.1321518902927,134.1444485409257,0.2805989448006408,0.2715739276389003,0.26938055161774743,0.26526355654320305,0.2583266876692462,0.25302611561221044,0.24919819830248208,0.24614737194342154,-0.042646449124206426,-0.05263680881633006,-0.053417385367018344,-0.05797743680356103,-0.06249365308954409,-0.06263570734156856,-0.06229480649193951,-0.0627392714905214,0.0062968016052071,0.005118436375547292,-0.0013438907241447244,-0.004220951693169221,-0.00479535877394316,-0.004462176806882797,-0.004093094666192492,-0.00416800789072105
20080206,132.93270311818867,132.89572144954647,132.77148265096108,132.68274065197153,132.8211797055806,132.9086277856185,132.88863482047225,132.89171428626182,132.91342905982742,0.2848432550256983,0.2757962173665175,0.2735980708376265,0.27170965799927765,0.2649060366875138,0.25900180867684514,0.2549399581944315,0.25188648455307305,-0.04446819884884801,-0.055024533785896994,-0.05598006034889662,-0.06056769435782338,-0.0643331458686032,-0.06394617486470505,-0.06362206467699315,-0.06433409531990456,0.007202469349349441,0.0056887999960291286,-0.001930777186602744,-0.004478877464075276,-0.0053162642646632325,-0.00484951950857937,-0.004469237247325375,-0.004620657729815847
20080207,133.41897199739768,133.36712350241203,133.2242115849101,133.1221316438373,133.2727704986356,133.36050216986308,133.36019105397185,133.3781867844715,133.40899571574275,0.2760848240098697,0.2683171996436852,0.26643438931453167,0.2651720080611423,0.2589899258250458,0.25380597188352216,0.249943559259393,0.24692125495792772,-0.0460745963842948,-0.05609433951126799,-0.05615066507464991,-0.06023464194278014,-0.06390691015829388,-0.0646003696108326,-0.06458820480086964,-0.06441148081472176,0.004676869305155928,0.002524045790932263,-0.0040307211391652446,-0.005080144994601644,-0.005400728515627133,-0.004977463261708504,-0.004477906322230093,-0.0041504606289270215
20080208,133.1868027015121,133.12776404081373,132.98547060519957,132.88800143732269,133.05400205118028,133.13653257445134,133.13597030996428,133.15242551428892,133.17947452166396,0.2694597376657193,0.2677867875014795,0.2673645101321035,0.2658236463214979,0.25984707321266887,0.25516461266025686,0.2515023267198187,0.2486048815830742,-0.04248153477819852,-0.05401665506024559,-0.056479343008632985,-0.06117710411994511,-0.06509377980717702,-0.06560746097304668,-0.0657559718013192,-0.06581819168665208,0.01085954745909318,0.00785057238918423,-0.004310230966146629,-0.004955632534769491,-0.00544178409686325,-0.005253813607432605,-0.00506764321714879,-0.0050307073962287015
20080211,134.03287347032537,133.9315165155945,133.76182009335216,133.71618384564132,133.96096033232567,134.04269265550283,134.04082594273967,134.05340872098748,134.07176449866054,0.2667666378042541,0.26160935207093144,0.26012166500979983,0.25820836587171636,0.2526958400580392,0.24906988436146302,0.24595088679229918,0.24354039399081706,-0.05071327782076099,-0.0573601203312121,-0.055945830785053254,-0.06009290095083828,-0.0637181760392943,-0.06349259324830095,-0.06383381104365948,-0.06389375779044107,0.011710806556100382,0.00629210227815212,-0.004728895544246666,-0.004909600508435735,-0.005197593881009787,-0.0049283491712646165,-0.004786235065156194,-0.0046352525918591896
20080212,135.10530039360498,135.01131744481862,134.86943889800042,134.84900504423894,135.03977042055422,135.09349884275653,135.09319910924788,135.11430881788522,135.1425703111248,0.2581286740324543,0.2537231997197343,0.25253189802477416,0.25132305734171984,0.24699645256468444,0.24425508790949774,0.2420029674132912,0.24032362131906335,-0.05439331239182854,-0.058828602783346486,-0.05619299641039081,-0.05847314616992035,-0.06169093689127658,-0.06175051626410431,-0.06247520503003328,-0.06272587186763118,0.032806837421803944,0.019364366343758578,-0.005134027096866357,-0.004640214917345649,-0.004601354104342021,-0.004228555648278992,-0.004181560694895004,-0.004205647414443485
20080213,136.61449926665372,136.47433138901218,136.28167471243918,136.27798095846296,136.52563736322665,136.59612849113327,136.61300832664617,136.63376756137018,136.65559138213342,0.2388526178973914,0.2376006584973931,0.2381059257413584,0.23955785043399244,0.23750700386605805,0.23609080668283747,0.23454978263338264,0.23335864918592608,-0.04961557061871631,-0.05237809149860968,-0.05067702797073619,-0.054410255696006764,-0.05828389951530012,-0.05850608977430029,-0.05939914628000869,-0.05963023809017663,0.06054631237870235,0.03520970330839247,-0.0026269977932574596,-0.003454998665452196,-0.0038120976111557466,-0.0031387238707755024,-0.0030328321124741845,-0.003077681471538965
20080214,135.29265703168147,135.16683911652387,135.00811579305002,135.02997549151817,135.24256494252467,135.26043058646044,135.24028239035297,135.27385071297005,135.31923101987212,0.24777599026234415,0.2457908343251197,0.24558183643411688,0.24565631362767282,0.2430144265098124,0.24144514902588668,0.23937822558434899,0.23778321710605443,-0.06428589373227105,-0.05629955315513512,-0.0500796513498066,-0.054426107640067715,-0.058225520145531236,-0.05790264404883906,-0.05883347500189981,-0.059072448213568156,0.12784907642702378,0.06555816508599377,-0.0032538907012077166,-0.003652520090706747,-0.004074016652185179,-0.0037367197680926697,-0.0036347449305365463,-0.00340407643594755
20080215,134.79119923642654,134.79119923642654,134.79119923642654,134.85171240508618,135.00733840772185,135.03238708758155,135.03871753593774,135.0868807514551,135.14255389147453,0.24283354960875844,0.24283354960875844,0.2430879471590997,0.24346213078321008,0.24114594700467532,0.23981779367474756,0.23818760047583112,0.23696962194802942,-0.04752921981189005,-0.04752921981189005,-0.04957777224998715,-0.0512982014595694,-0.055404499805895666,-0.05626499790673953,-0.057800283774267006,-0.058415024708128836,-0.00446471668039944,-0.00446471668039944,-0.00465807150129827,-0.003981539259454818,-0.004025514943203209,-0.003291771263286909,-0.003185061039656999,-0.0030651378122460316
20080219,135.1319259184427,135.1319259184427,135.1319259184427,135.24989033876224,135.44551057370438,135.64005725761123,135.34786363769945,135.4117148878637,135.4850474919307,0.24441128840280865,0.24441128840280865,0.24327068307784303,0.24224914794642521,0.24054963248306865,0.23726552252150007,0.23569700236924213,0.234654938830252,-0.045649394700324475,-0.045649394700324475,-0.04991433321398879,-0.053463623128528565,-0.05594411316894356,-0.055658587040941405,-0.05753825903755989,-0.058047206551620226,-0.004046765200227621,-0.004046765200227621,-0.0045950934676793195,-0.004484637053335646,-0.0030565755615835784,-0.0027518884088256583,-0.0030113252708571874,-0.003138522296717509
20080220,135.6602641439756,135.6602641439756,135.6653724971749,135.78815599188087,135.9815458633083,136.18419568493445,135.964294053166,136.04655490148804,136.1288157498101,0.23468203782503466,0.23465844637829283,0.2342551038153582,0.23390594085176208,0.23305015145802763,0.23096275042364664,0.23027356732815524,0.2298129637217048,-0.04341973126689397,-0.04363629658147526,-0.047526912575108486,-0.05011465562803423,-0.052311046921839674,-0.05410009720915751,-0.05596739844623173,-0.05635960985682073,-0.003914017923602839,-0.003948610830133984,-0.004500287733002619,-0.00435924414220549,-0.003164098807966206,-0.0027294527460863236,-0.002973661186667669,-0.0030426077288729196
20080221,134.3343513139496,134.3343513139496,134.35077710459413,134.4744721473811,134.66307929143574,134.80112377229423,134.516022610461,134.59873567512366,134.6814487397863,0.2391990636928189,0.23930113686979693,0.2398272401711408,0.23979822422950628,0.23722108777247347,0.23426916866594583,0.233556258251487,0.23307977323033252,-0.04335998881837162,-0.04418688724149366,-0.049117415964463416,-0.0535356852585988,-0.05562338010116995,-0.05624362222923438,-0.05815824773310246,-0.058534248879834855,-0.0018429020029328165,-0.0019816593345719307,-0.003156394171553046,-0.005019031443565986,-0.0041675397695357325,-0.003677994273087748,-0.0038518821343451544,-0.0037275257127967493
20080222,135.2835947411755,135.2835947411755,135.30596264711866,135.41468029778204,135.59190279056074,135.78440127555575,135.60286517426488,135.6493269949829,135.69578881570095,0.2295518636833745,0.22981943992651818,0.23068226577927134,0.23119032272404935,0.23057521980865295,0.22926098744073195,0.22848005862144177,0.227957953150494,-0.04245969385115258,-0.043536931932530526,-0.04717201517275897,-0.04986344300531581,-0.05389459079227229,-0.05547443460800516,-0.057025346573633784,-0.05699424539221424,-0.0033148746704119826,-0.003497317334100406,-0.004153231875871619,-0.004476036405754495,-0.003968673673983491,-0.003716659039981895,-0.003816366080553748,-0.0035842900333561533
20080225,136.9500591234087,136.9500591234087,136.9975862366943,137.10066634072058,137.27214823370312,137.3889774724671,137.19338755844464,137.30838653076003,137.42338550307542,0.21537440367039698,0.2173859428444908,0.2199509429572943,0.22183245264654894,0.22218455121868044,0.2212590334530373,0.22143150959235772,0.22154641908834627,-0.0393253313891403,-0.041999995112917264,-0.04595765722305824,-0.04942209852236653,-0.05248960984392526,-0.054224919354002324,-0.05588731870210336,-0.056031288646052564,-0.0011289877646268925,-0.0015422714031082417,-0.0026457250748107603,-0.004001231978029509,-0.0034299379698393565,-0.0031147807316292864,-0.003231751203396354,-0.003084031790707321
20080226,138.07458940283664,138.07458940283664,138.1330853894483,138.2390069147807,138.415708202287,138.53029767021937,138.36727748014926,138.4354269103319,138.5035763405145,0.20457754256279032,0.2082010329972218,0.21186839793154918,0.2148138772949939,0.21661229290808043,0.21699547850396014,0.21755821119001714,0.2179325590625651,-0.03710718778880316,-0.040571151853148774,-0.045094809312020354,-0.04887066696213977,-0.05074526253023545,-0.052824951713355627,-0.054543008020031813,-0.054800654694585824,-4.004229216239308E-4,-9.45557083909496E-4,-0.0024052352986689957,-0.0041736782900045465,-0.0035387246921806618,-0.0033735907165449077,-0.0035109078920948626,-0.003365792866210309
20080227,137.66743358493633,137.66743358493633,137.7329864332943,137.83486423332462,138.01607488396672,138.11731712339937,137.94886714938647,138.0161534377437,138.08343972610092,0.21036601468699032,0.21448591301867706,0.21790511517507205,0.22063019127517333,0.22178696306090415,0.2214588188025203,0.22161810945319246,0.22172423964406848,-0.036020903794878475,-0.04039096226175393,-0.045456553273934816,-0.0498889640052858,-0.05206912000542283,-0.05370210103652645,-0.055374072088378905,-0.05554714070745061,-4.421091194845277E-4,-0.0010657860914671134,-0.0025049069825307797,-0.00407327320633527,-0.0036293297731297327,-0.0034959747425508114,-0.0036684374607013287,-0.003560287791856973
20080228,136.47699193042845,136.47699193042845,136.5575969796887,136.66731836022376,136.84032547969144,136.86316528303811,136.65211140437944,136.72977082544702,136.80743024651457,0.2196908201807875,0.22377298190967812,0.2266080200594938,0.22844353701691913,0.22868027707079633,0.22808852587140158,0.2279477997902734,0.2278539341169797,-0.03390656838023451,-0.039167181426826,-0.044705455433550645,-0.049922635248151555,-0.053152507902927075,-0.05493944147355867,-0.056501566058037064,-0.05650192987556127,4.2189359833019654E-4,-3.33321035746936E-4,-0.0021980879391752216,-0.004196044781601361,-0.003983230108829748,-0.0037723147925077588,-0.003968490977968152,-0.003865906158361926
20080229,133.1825968323947,133.1825968323947,133.26387284985205,133.36451374655704,133.5298587796087,133.55483301850182,133.3694852442002,133.38555390111136,133.40162255802255,0.2503951175905431,0.2518348753786241,0.25271842984127746,0.25198129218728893,0.24950975869093175,0.2469545748377477,0.24457140016306506,0.24296963103923438,-0.03570718006783326,-0.042260620211157125,-0.048642767763157325,-0.054699822792498576,-0.05841372063255295,-0.05982693264786385,-0.06076353225902674,-0.0598535002362859,0.0011674098043105918,2.7381975093767436E-4,-0.0020547456753641754,-0.004627739472907936,-0.00506044566538155,-0.0047854212514442645,-0.004823627759574132,-0.004398574745811521
20080303,132.88336533148907,132.88336533148907,132.9962288374498,133.10241223901562,133.2651213278715,133.21748844481934,133.0571371242904,133.101358419614,133.14557971493764,0.2525843623598207,0.2528393833535602,0.25294175237644784,0.2512155159774776,0.24772474393396587,0.24487504282983977,0.24304360629949115,0.24181494275132412,-0.03402927627777724,-0.042496810074172046,-0.048056348467776566,-0.05295042237257218,-0.055930046608445,-0.05705417004437911,-0.058040621700285046,-0.05728382887412293,1.4517723225108118E-4,-0.0011222207077188652,-0.003335613293657485,-0.004996255167923706,-0.004989553504878031,-0.004254288029444967,-0.004442078565410959,-0.004279556512818851
20080304,132.486562001182,132.486562001182,132.61248606143116,132.72159632977997,132.86646721609566,132.808706296321,132.67796211527212,132.70981348189167,132.74166484851122,0.24995346786008227,0.24899964852458298,0.2486668507653093,0.24749728630664353,0.2450607246827501,0.24264507868630408,0.24070097527154954,0.23939613548956196,-0.02947868694900962,-0.03876372446506103,-0.04483198951170846,-0.050126422702885906,-0.054042821593282574,-0.05583618046904254,-0.056662199959010506,-0.05575558463411835,0.001771782514982831,4.684778990344373E-4,-0.0026116453398173354,-0.004310468401101893,-0.0043968342187823695,-0.00399567849174939,-0.004079829163108185,-0.0037980722538355585
